,car_names ,car_prices,car_ratings,car_review
1159,Goyal's Remote Control RC Stunt Car Vehicle 360° Rotati...,₹330,3.6,-599
1160,frendo Off Roader Rechargeable Remote Control Monster T...,"₹1,099",4.1,"-4,105"
1161,CADDLE & TOES Famous Car Remote Control 3D with LED Lig...,₹421,3.5,"-52,302"
1162,CADDLE & TOES Famous Car Remote Control 3D Car with LED...,₹411,3.4,"-10,953"
1163,SJVJ R/c stunt car defender,"₹1,211",3.7,-12
1164,Buddynjoy 3D lighting kids high speed rechargeable remo...,₹396,3.6,"-15,021"
1165,Miss & Chief 3D LED Lighting | high speed rechargeable ...,₹286,3.5,"-2,140"
1166,CADDLE & TOES Remote Controlled Rock Crawler RC Monster...,₹705,3.5,"-19,765"
1167,frendo Off Roader Rechargeable Remote Control Monster T...,"₹1,437",4.1,"-4,105"
1168,Amayra Toy Car like Ferrari With open And Closed Doors ...,₹755,3.6,"-5,779"
1169,VikriDa 2.4G 1:20 RC Car Stunt Spray Car with Light Bat...,₹748,3.6,-310
1170,CADDLE & TOES Famous Car Remote Control 3D with LED Lig...,₹536,3.5,"-52,302"
1171,frendo High Speed Mini 1:24 Scale Rechargeable Remote c...,₹699,3.8,-121
1172,frendo High Speed Mini 1:24 Scale Rechargeable Remote c...,₹699,3.8,"-1,147"
1173,KidsBug Remote Controlled Rock Crawler RC Monster Truck...,₹838,3.5,-208
1174,Aavkar creation Big Rock Crawler Car 4x4 for Boys&Girls...,₹789,3.4,-15
1175,ZUNBELLA 2in1 Automatic Convertible Transforming Robot ...,₹390,3.9,"-13,379"
1176,TOIGEN Formula 1 Remote Control Racing car,₹953,3.4,-281
1177,frendo HI SPEED RC CAR BUG Black Matt,₹949,3.3,-7
1178,VikriDa Formula 1 smoke car-RE_Acq,₹959,3.6,-182
1179,"VikriDa Gesture Sensing Stunt Rc Cars, 8Wd Rechargeable...","₹1,974",3.6,-311
1180,frendo High Speed 1:24 Scale Rechargeable Remote Car fo...,₹524,3.8,"-2,468"
1181,VikriDa Remote Control Extreme Drift Stunt Car for Kids...,"₹1,285",4.3,-19
1182,Wembley Monster Truck Rechargeable Remote Control Car O...,"₹1,115",3.8,-78
1183,frendo HI SPEED RC CAR LAM Black,₹949,4.1,-19
1184,"ENGINEDIGITAL 4WD RC Drift Car with LED Lights, 30km/h ...","₹4,369",N/A,N/A
1185,Wembley High Speed Mini 1:24 Scale Rechargeable Remote ...,₹544,3.8,"-17,550"
1186,frendo Off Roader Rechargeable Remote Control Monster T...,"₹1,099",4,-933
1187,frendo High Speed 1:24 Scale Rechargeable Remote Car fo...,₹729,3.8,"-2,468"
1188,CADDLE & TOES Famous Car Remote Control 3D with LED Lig...,₹363,3.5,"-52,302"
1189,frendo High Speed 1:24 Rechargeable C type charging Min...,₹699,3.7,-898
1190,frendo High Speed 1:24 Scale Rechargeable Remote Car fo...,₹699,3.8,"-2,468"
1191,frendo Off Roader Rechargeable Remote Control Monster T...,"₹1,099",4.1,"-4,105"
1192,CADDLE & TOES Famous Car Remote Control 3D with LED Lig...,₹461,3.5,"-52,302"
1193,UB Toys UB Toys Rechargeable 360 Remote Control Stunt C...,₹595,3.6,-409
1194,Buddynjoy 3D lighting kids high speed rechargeable remo...,₹386,3.6,"-15,021"
1195,frendo Off Roader Rechargeable Remote Control Monster T...,"₹1,099",4.1,"-4,105"
1196,BACHCHARIDE Vande Bharat Express Toy Train –Model 105 B...,₹267,N/A,N/A
1197,frendo High Speed 1:24 Scale Rechargeable Remote Car fo...,₹599,3.8,"-2,468"
1198,"SHAILRON High-Speed RC Stunt Car, Finger Gesture Contro...","₹1,740",3.6,-7
1199,APJ enterprise Remote Controlled Spray Racing Sports Ca...,"₹1,986",N/A,N/A
